EMA_SMA_Diff,RSI,MACDLine,SignalLine,Histogram,ATRPercent,ADX,bullish,bearish,neutral,trend15,volume,label
-0.0036911788977219734,48.84080370942813,11.020152217673967,7.285566386304304,3.734585831369663,0.43007869679270716,26.787393975293107,0,1,0,1,0,-0.003287310979618672
0.00041565173794289126,75.22875816993464,61.654645734804944,11.808445827493415,49.84619990731153,1.0137225350995478,47.16717753275433,0,0,0,-1,1,-0.037298331966092425
0.003430474082024056,53.022670025188916,68.45225988636412,87.77791759215364,-19.325657705789524,1.1163503302195514,25.781755756349618,0,1,0,1,0,0.0030692399729490712
-0.0009140760542556447,73.47242921013412,16.245842978882138,4.520818340493053,11.725024638389085,0.3612946082592169,57.64550147133293,0,0,0,1,0,-0.0011300595849599343
-0.0006420640560570339,32.283464566929126,-3.6863525126136665,4.036608154139281,-7.722960666752948,0.2927520900368787,28.899186509363844,0,0,0,1,0,0.0019478189553539392
-0.0026166811201468188,41.150442477876105,-19.50130958799491,-24.673308962579338,5.171999374584427,0.3230790841410311,29.651151018990184,0,0,0,1,0,0.002356035285737768
-0.0005032554930473579,29.85074626865672,-12.6385583230458,-7.733713824252037,-4.9048444987937625,0.40622312940476857,7.7358008477089335,1,0,0,0,0,0.0013590803556260264
-0.002813107447397831,41.750841750841744,-25.50856271039447,-22.07155574276678,-3.437006967627692,0.37332929461209347,22.945491667019326,0,0,0,1,0,-0.0009536423841059602
-0.0001924374561223004,32.66932270916335,-6.272806460270658,-1.70868900043691,-4.564117459833748,0.18261065604569027,24.948139612570415,0,0,0,0,1,-0.00167145468790807
-0.0021775746464706308,53.79644588045234,-9.933936494915542,-22.734570852959223,12.80063435804368,0.4430051813471503,13.59822282232763,1,0,0,0,0,0.009489732420659614
-0.0011383525652967727,31.14186851211072,-18.81173184792533,-12.421722557580425,-6.390009290344905,0.28583353829871283,65.39865594189013,0,0,0,0,0,-0.0019438898812651046
-0.0010761108637304495,58.128078817734,-3.9861332799573574,-6.49371382168748,2.507580541730123,0.15887658876588764,12.421994451546842,0,0,0,1,0,0.0009229822582299251
9.624861580217269e-05,50.19762845849802,-1.9676512474470655,0.7437603972155356,-2.711411644662601,0.2007803917111793,2.7121564991935987,0,0,0,0,0,-0.002332485156912638
-0.0007189181842829884,57.10382513661202,6.898611553009687,8.286266752534479,-1.3876551995247919,0.22811519817507844,6.4354369992238505,0,0,0,1,0,0.0032127244957075893
0.0018368430235270947,74.54545454545455,20.227923848628052,16.328418057172208,3.8995057914558444,0.28481805822440626,49.91462727172166,0,0,0,-1,0,-0.003664365374402549
0.0006454675685006547,72.51461988304094,12.28923408749506,10.283167881364433,2.006066206130628,0.12086691796913361,66.34848178704364,1,1,1,1,1,0.001108588924668743
0.002594788353556103,23.07692307692308,12.277472192752612,18.184839317707276,-5.907367124954664,0.23459820218803473,12.570829252875901,0,0,0,-1,1,0.006377759607522486
0.00264839420289299,62.20472440944882,15.922831897722062,19.734337756427017,-3.8115058587049546,0.20474665067617678,20.996086043689296,0,0,0,-1,0,0.002933525211711961
0.000579887553273918,37.948717948717956,0.8927452397310844,2.767878137106891,-1.8751328973758064,0.1201660476294516,4.386655187465944,0,0,0,0,0,0.001804560616831629
-6.223475364505446e-05,38.46153846153846,-4.593188677234139,-4.062049010665861,-0.5311396665682775,0.07760977646808545,44.66655221515684,1,0,0,-1,1,0.00011024750565018466
-0.0014042629010491599,52.073732718894014,-3.9284372503207123,-9.455440672802675,5.527003422481963,0.13904402418826792,20.700485127639016,1,0,0,1,1,-0.0035596785502400087
0.00039454582742975346,48.05825242718446,-1.1705830555856664,-1.8920351118918513,0.7214520563061848,0.11674514534770594,12.95988637421654,0,0,0,-1,0,0.002291075714597425
-0.0004405984447806738,59.91189427312776,6.070944466011497,3.5352963760534397,2.535648089958057,0.15762804395131214,67.77380627614056,0,0,0,1,0,0.0026907760198041117
-0.0017337841443514493,45.64705882352941,-21.116859718737032,-27.465319174295978,6.348459455558945,0.27433281004709575,55.19289667294151,0,0,0,-1,0,-0.0009897723523589574
-0.00042761762467227586,36.15819209039548,-7.684258846507873,-6.200191314728524,-1.484067531779349,0.08535563542963642,47.87593597104233,0,0,0,0,0,0.0013714411103187228
-0.0006088716760437349,62.345679012345684,-0.18833697025365836,-4.554139609983192,4.365802639729534,0.08836287688105822,11.568400704008223,0,0,0,1,0,0.00042883945322969713
0.00015294542389845676,46.666666666666664,0.7772214025735593,0.6032928547362341,0.17392854783732525,0.08460804484599099,0.7473627991013307,0,0,0,1,0,-0.0007300031285848368
-0.006717975920402612,62.32831916285153,10.062460968691084,-36.49591174220586,46.55837271089695,0.8723554897337464,13.923546341711448,0,0,0,1,0,-0.0024128198124374035
0.002173315049002348,60.82251082251082,27.118283291369153,23.686735245906878,3.431548045462275,0.2386802386802387,49.135139274492474,0,0,0,1,1,-0.006240805955511969
0.001342711247819438,51.59362549800796,9.925782441676347,3.1224639287174796,6.803318512958867,0.2432532253339956,2.104175916754503,0,0,0,-1,0,0.004728554222242049
-0.00020346859491983125,56.613756613756614,11.708001221917584,14.70303635486703,-2.9950351329494467,0.21683782236353225,4.3496995808354795,0,0,0,1,0,0.002680851063829787
-0.0008497976276174828,44.64285714285714,-6.390996443329641,-8.645388092943701,2.2543916496140604,0.20292556126390132,30.246230396164446,0,1,0,1,0,0.0018030394092899459
0.003535714080908495,50.21186440677967,29.65573679737281,40.17520818304123,-10.519471385668417,0.2908065200569132,5.527685333704486,0,1,0,-1,0,-0.00043542628233040145
-0.0015201389048021146,43.45679012345679,-4.425104924852349,3.9711001179578793,-8.396205042810228,0.18153417486384937,26.408714797956893,0,1,0,1,1,-0.0007197899906850707
-0.0017833677593323465,36.52802893309222,-15.112726328230565,-9.86500360313807,-5.247722725092494,0.30244530244530243,46.20253830111034,0,0,0,1,1,-0.00065359477124183
-0.0011509172308596005,21.689497716894977,-31.536888131608066,-20.143173089440502,-11.393715042167564,0.20753990329068425,76.2230122622372,0,0,0,0,0,0.008449133642134158
0.0017195723346908756,66.11295681063123,25.55895960291309,26.614248837314033,-1.0552892344009415,0.14596378405821628,50.64034296153034,0,0,0,1,0,-0.003386960203217612
-0.0002359685488791949,38.19628647214854,-14.142395060398485,-6.686855246991197,-7.455539813407288,0.22727701983794707,31.697941648989826,0,0,0,0,1,0.021546765772940447
-0.0005557644478333708,54.54545454545455,1.8384605645551346,0.6000089517771509,1.2384516127779839,0.10547287003398569,35.24064967583626,0,0,0,1,0,0.004012252469908106
-0.0037909178854987464,26.45778938207137,-109.97931234218049,-76.62144619141246,-33.35786615076803,0.7799474206782857,69.84918763738945,1,0,0,-1,0,0.0010946188537151365
-0.0027329737391417978,21.762785636561475,-60.89413473466993,-43.736010904728474,-17.15812382994146,0.6684303350970018,49.3571427362364,0,0,0,-1,1,0.01056757293113713
-0.0061068654277995306,21.195039458850047,-78.25596113032225,-66.45053062209142,-11.805430508230828,0.5771026359261654,56.66926004230224,0,0,0,-1,0,-0.0028525673105795216
0.00044594929361243857,50.814332247557005,-0.15692591759943753,5.497360695558907,-5.6542866131583445,0.2013786962903192,22.014116318830997,0,0,0,0,0,0.002727848409566954
0.0014056698760986815,61.725663716814154,27.430784923957617,16.907275440257663,10.523509483699954,0.31268134493940947,62.41284297357175,0,1,1,0,1,0.01515948543828607
-0.0009190134661522362,45.93023255813954,-14.674879836817126,-19.42100794547615,4.746128108659022,0.26518391787852863,10.773344143312261,0,0,0,0,0,-0.004664911551429495
0.000474329209374838,42.599277978339344,-3.8500194788684894,-3.4371821530548914,-0.412837325813598,0.11434844257421214,22.88642520460887,0,1,0,0,1,-0.0025290844714213456
-0.00038196346684470783,60.6425702811245,4.49265043026935,2.2219339038082477,2.2707165264611024,0.12995074832530665,1.8340510226638695,0,0,0,0,0,0.0011436195558944058
-0.00020310751320320276,54.8780487804878,-1.7973231835567276,-2.307896426918281,0.5105732433615535,0.14371945961483185,13.059577606508126,0,0,0,1,0,-0.0001869945304099855
0.002806955403401379,59.450171821305844,12.254565740013277,7.950350775648581,4.304214964364696,0.15305648149377815,36.03558404960128,0,0,0,-1,1,-0.001069419258845957
-0.0008556961454260721,51.032448377581126,-16.81319400680877,-23.26235380480446,6.449159797995687,0.2247168022696738,22.006192154756675,0,0,0,-1,0,-0.002907530981887512
-0.0008567081384708438,46.25,0.8003793526786467,1.3630334215378954,-0.5626540688592487,0.07603059980439705,5.584951702370415,1,0,0,1,0,0.0022024367385192127
-0.000459556392911853,59.765625,-0.9449859665182885,-7.00574253225467,6.060756565736382,0.15170372363685292,0.8192709997090064,1,0,0,0,0,0.009457488354585234
0.0005722597719988901,56.126482213438734,8.261875156355018,6.6071334300439855,1.6547417263110322,0.12938479414628018,12.562403158151051,0,0,0,1,0,0.0013643765679327495
-0.000586331255752946,35.83959899749374,-9.646222022000075,-7.190496233949186,-2.4557257880508887,0.16911183343582534,31.81576176380945,0,0,0,-1,1,0.0013598280475501162
0.00020099666873369762,50.318471337579616,0.5000014526340237,-0.7244909804453022,1.2244924330793259,0.059201037907558214,5.4278322069444975,0,0,0,-1,0,-0.0005731164308072124
0.00032147863467265703,60.15831134564643,17.81307599572574,17.02136075806589,0.7917152376598509,0.3700836921290697,24.44877255207586,0,0,0,1,0,-0.0005063504789231614
